"customer_id";"first_name";"last_name";"email";"city";"country";"join_date";"customer_tier";"credit_score"
2594;"First_2594";"Last_2594";"customer_2594@email.com";"Rhodes";"Greece";"2022-05-29";"Bronze";779
2595;"First_2595";"Last_2595";"customer_2595@email.com";"Ioannina";"Germany";"2020-09-20";"Bronze";319
2596;"First_2596";"Last_2596";"customer_2596@email.com";"Volos";"Germany";"2022-02-26";"Bronze";527
2597;"First_2597";"Last_2597";"customer_2597@email.com";"Athens";"Greece";"2021-09-18";"Bronze";645
2598;"First_2598";"Last_2598";"customer_2598@email.com";"Athens";"Greece";"2020-04-01";"Silver";318
2599;"First_2599";"Last_2599";"customer_2599@email.com";"Thessaloniki";"Italy";"2021-12-07";"Silver";743
2600;"First_2600";"Last_2600";"customer_2600@email.com";"Volos";"Greece";"2022-06-26";"Bronze";667
2601;"First_2601";"Last_2601";"customer_2601@email.com";"Volos";"UK";"2020-07-25";"Bronze";446
2602;"First_2602";"Last_2602";"customer_2602@email.com";"Thessaloniki";"Italy";"2020-10-01";"Silver";803
2603;"First_2603";"Last_2603";"customer_2603@email.com";"Athens";"Greece";"2019-10-11";"Gold";729
2604;"First_2604";"Last_2604";"customer_2604@email.com";"Chalkida";"Greece";"2018-07-10";"Bronze";739
2605;"First_2605";"Last_2605";"customer_2605@email.com";"Larissa";"Italy";"2020-07-21";"Silver";497
2606;"First_2606";"Last_2606";"customer_2606@email.com";"Larissa";"Greece";"2018-05-22";"Silver";586
2607;"First_2607";"Last_2607";"customer_2607@email.com";"Thessaloniki";"Greece";"2021-01-01";"Silver";668
2608;"First_2608";"Last_2608";"customer_2608@email.com";"Volos";"Greece";"2020-04-19";"Bronze";539
2609;"First_2609";"Last_2609";"customer_2609@email.com";"Rhodes";"Greece";"2021-04-05";"Silver";586
2610;"First_2610";"Last_2610";"customer_2610@email.com";"Thessaloniki";"France";"2018-06-17";"Silver";694
2611;"First_2611";"Last_2611";"customer_2611@email.com";"Chalkida";"France";"2019-07-20";"Silver";817
2612;"First_2612";"Last_2612";"customer_2612@email.com";"Thessaloniki";"UK";"2021-07-06";"Silver";359
2613;"First_2613";"Last_2613";"customer_2613@email.com";"Patras";"Greece";"2022-01-02";"Platinum";844
2614;"First_2614";"Last_2614";"customer_2614@email.com";"Ioannina";"Greece";"2021-02-08";"Bronze";602
2615;"First_2615";"Last_2615";"customer_2615@email.com";"Volos";"Germany";"2020-01-14";"Platinum";543
2616;"First_2616";"Last_2616";"customer_2616@email.com";"Chania";"Greece";"2019-11-04";"Silver";506
2617;"First_2617";"Last_2617";"customer_2617@email.com";"Chania";"Germany";"2020-05-13";"Silver";674
2618;"First_2618";"Last_2618";"customer_2618@email.com";"Volos";"Greece";"2020-04-18";"Bronze";582
2619;"First_2619";"Last_2619";"customer_2619@email.com";"Chalkida";"Germany";"2019-06-15";"Bronze";777
2620;"First_2620";"Last_2620";"customer_2620@email.com";"Patras";"Greece";"2021-08-06";"Silver";321
2621;"First_2621";"Last_2621";"customer_2621@email.com";"Patras";"Greece";"2020-08-31";"Silver";648
2622;"First_2622";"Last_2622";"customer_2622@email.com";"Athens";"Greece";"2019-07-16";"Bronze";788
2623;"First_2623";"Last_2623";"customer_2623@email.com";"Ioannina";"Greece";"2022-03-14";"Silver";557
2624;"First_2624";"Last_2624";"customer_2624@email.com";"Larissa";"Greece";"2018-06-24";"Bronze";346
2625;"First_2625";"Last_2625";"customer_2625@email.com";"Heraklion";"Germany";"2018-10-29";"Platinum";326
2626;"First_2626";"Last_2626";"customer_2626@email.com";"Chalkida";"UK";"2022-09-16";"Gold";326
2627;"First_2627";"Last_2627";"customer_2627@email.com";"Heraklion";"UK";"2018-07-04";"Bronze";696
2628;"First_2628";"Last_2628";"customer_2628@email.com";"Heraklion";"Italy";"2021-09-24";"Gold";444
2629;"First_2629";"Last_2629";"customer_2629@email.com";"Volos";"Greece";"2019-05-25";"Gold";821
2630;"First_2630";"Last_2630";"customer_2630@email.com";"Chania";"Greece";"2020-03-29";"Bronze";420
2631;"First_2631";"Last_2631";"customer_2631@email.com";"Chania";"Greece";"2021-08-26";"Silver";761
2632;"First_2632";"Last_2632";"customer_2632@email.com";"Larissa";"UK";"2022-03-11";"Bronze";681
2633;"First_2633";"Last_2633";"customer_2633@email.com";"Volos";"Greece";"2021-10-01";"Silver";717
2634;"First_2634";"Last_2634";"customer_2634@email.com";"Heraklion";"France";"2021-01-09";"Bronze";626
2635;"First_2635";"Last_2635";"customer_2635@email.com";"Rhodes";"Greece";"2021-10-29";"Bronze";690
2636;"First_2636";"Last_2636";"customer_2636@email.com";"Chania";"Italy";"2018-06-05";"Bronze";596
2637;"First_2637";"Last_2637";"customer_2637@email.com";"Chalkida";"Italy";"2020-02-26";"Bronze";383
2638;"First_2638";"Last_2638";"customer_2638@email.com";"Chalkida";"Greece";"2020-03-05";"Gold";445
2639;"First_2639";"Last_2639";"customer_2639@email.com";"Athens";"Greece";"2019-03-08";"Bronze";470
2640;"First_2640";"Last_2640";"customer_2640@email.com";"Thessaloniki";"Germany";"2022-03-04";"Bronze";633
2641;"First_2641";"Last_2641";"customer_2641@email.com";"Rhodes";"Greece";"2020-01-31";"Gold";723
2642;"First_2642";"Last_2642";"customer_2642@email.com";"Chania";"Greece";"2018-05-27";"Bronze";608
2643;"First_2643";"Last_2643";"customer_2643@email.com";"Patras";"Germany";"2019-04-26";"Silver";825
2644;"First_2644";"Last_2644";"customer_2644@email.com";"Chania";"Greece";"2019-03-11";"Platinum";646
2645;"First_2645";"Last_2645";"customer_2645@email.com";"Athens";"Germany";"2022-03-23";"Gold";601
2646;"First_2646";"Last_2646";"customer_2646@email.com";"Chalkida";"Germany";"2022-08-20";"Bronze";646
2647;"First_2647";"Last_2647";"customer_2647@email.com";"Heraklion";"Greece";"2022-09-03";"Bronze";707
2648;"First_2648";"Last_2648";"customer_2648@email.com";"Patras";"Greece";"2018-03-10";"Platinum";432
2649;"First_2649";"Last_2649";"customer_2649@email.com";"Volos";"Greece";"2022-06-18";"Bronze";405
2650;"First_2650";"Last_2650";"customer_2650@email.com";"Ioannina";"UK";"2020-05-24";"Bronze";470
2651;"First_2651";"Last_2651";"customer_2651@email.com";"Heraklion";"Greece";"2018-07-05";"Bronze";549
2652;"First_2652";"Last_2652";"customer_2652@email.com";"Ioannina";"France";"2020-06-22";"Bronze";843
2653;"First_2653";"Last_2653";"customer_2653@email.com";"Rhodes";"Greece";"2019-11-13";"Silver";561
2654;"First_2654";"Last_2654";"customer_2654@email.com";"Thessaloniki";"Greece";"2018-07-23";"Silver";793
2655;"First_2655";"Last_2655";"customer_2655@email.com";"Patras";"Greece";"2019-07-08";"Platinum";543
2656;"First_2656";"Last_2656";"customer_2656@email.com";"Larissa";"Greece";"2018-01-13";"Silver";750
2657;"First_2657";"Last_2657";"customer_2657@email.com";"Patras";"Greece";"2019-10-28";"Bronze";589
2658;"First_2658";"Last_2658";"customer_2658@email.com";"Chania";"Greece";"2021-07-21";"Bronze";562
2659;"First_2659";"Last_2659";"customer_2659@email.com";"Chalkida";"Greece";"2021-08-14";"Platinum";613
2660;"First_2660";"Last_2660";"customer_2660@email.com";"Chania";"Greece";"2018-02-20";"Bronze";384
2661;"First_2661";"Last_2661";"customer_2661@email.com";"Chania";"Greece";"2019-05-15";"Bronze";714
2662;"First_2662";"Last_2662";"customer_2662@email.com";"Rhodes";"UK";"2019-01-04";"Gold";628
2663;"First_2663";"Last_2663";"customer_2663@email.com";"Heraklion";"Greece";"2019-12-25";"Silver";344
2664;"First_2664";"Last_2664";"customer_2664@email.com";"Larissa";"Greece";"2022-08-07";"Bronze";632
2665;"First_2665";"Last_2665";"customer_2665@email.com";"Larissa";"France";"2018-12-23";"Gold";764
2666;"First_2666";"Last_2666";"customer_2666@email.com";"Chania";"Greece";"2020-10-23";"Platinum";499
2667;"First_2667";"Last_2667";"customer_2667@email.com";"Ioannina";"UK";"2021-07-01";"Bronze";500
2668;"First_2668";"Last_2668";"customer_2668@email.com";"Rhodes";"Greece";"2022-02-07";"Gold";628
2669;"First_2669";"Last_2669";"customer_2669@email.com";"Chania";"Greece";"2020-04-26";"Bronze";539
2670;"First_2670";"Last_2670";"customer_2670@email.com";"Thessaloniki";"Italy";"2022-03-10";"Silver";658
2671;"First_2671";"Last_2671";"customer_2671@email.com";"Chalkida";"Greece";"2018-09-13";"Gold";659
2672;"First_2672";"Last_2672";"customer_2672@email.com";"Heraklion";"UK";"2022-06-22";"Platinum";677
2673;"First_2673";"Last_2673";"customer_2673@email.com";"Volos";"Greece";"2022-09-05";"Bronze";684
2674;"First_2674";"Last_2674";"customer_2674@email.com";"Thessaloniki";"Germany";"2021-03-19";"Bronze";764
2675;"First_2675";"Last_2675";"customer_2675@email.com";"Ioannina";"France";"2022-02-20";"Bronze";521
2676;"First_2676";"Last_2676";"customer_2676@email.com";"Patras";"Greece";"2018-10-06";"Silver";664
2677;"First_2677";"Last_2677";"customer_2677@email.com";"Patras";"France";"2020-12-18";"Bronze";371
2678;"First_2678";"Last_2678";"customer_2678@email.com";"Thessaloniki";"Greece";"2019-03-22";"Bronze";539
2679;"First_2679";"Last_2679";"customer_2679@email.com";"Chania";"Germany";"2018-04-23";"Bronze";803
2680;"First_2680";"Last_2680";"customer_2680@email.com";"Volos";"Greece";"2020-04-15";"Bronze";713
2681;"First_2681";"Last_2681";"customer_2681@email.com";"Athens";"France";"2020-01-25";"Bronze";426
2682;"First_2682";"Last_2682";"customer_2682@email.com";"Athens";"Greece";"2022-05-12";"Gold";786
2683;"First_2683";"Last_2683";"customer_2683@email.com";"Ioannina";"Greece";"2022-02-21";"Bronze";826
2684;"First_2684";"Last_2684";"customer_2684@email.com";"Chania";"France";"2021-12-01";"Bronze";547
2685;"First_2685";"Last_2685";"customer_2685@email.com";"Larissa";"UK";"2019-01-02";"Gold";781
2686;"First_2686";"Last_2686";"customer_2686@email.com";"Larissa";"Greece";"2020-12-19";"Silver";611
2687;"First_2687";"Last_2687";"customer_2687@email.com";"Heraklion";"Greece";"2018-11-25";"Bronze";743
2688;"First_2688";"Last_2688";"customer_2688@email.com";"Volos";"Greece";"2019-12-29";"Bronze";582
2689;"First_2689";"Last_2689";"customer_2689@email.com";"Volos";"Greece";"2022-02-01";"Silver";301
2690;"First_2690";"Last_2690";"customer_2690@email.com";"Patras";"Greece";"2022-11-04";"Bronze";373
2691;"First_2691";"Last_2691";"customer_2691@email.com";"Rhodes";"Germany";"2020-10-02";"Silver";363
2692;"First_2692";"Last_2692";"customer_2692@email.com";"Ioannina";"Greece";"2022-05-10";"Bronze";646
2693;"First_2693";"Last_2693";"customer_2693@email.com";"Athens";"UK";"2019-12-21";"Bronze";623
2694;"First_2694";"Last_2694";"customer_2694@email.com";"Ioannina";"France";"2020-12-22";"Bronze";538
2695;"First_2695";"Last_2695";"customer_2695@email.com";"Larissa";"Greece";"2018-07-03";"Silver";696
2696;"First_2696";"Last_2696";"customer_2696@email.com";"Larissa";"Greece";"2020-10-19";"Gold";636
2697;"First_2697";"Last_2697";"customer_2697@email.com";"Thessaloniki";"Greece";"2018-11-07";"Bronze";640
2698;"First_2698";"Last_2698";"customer_2698@email.com";"Heraklion";"Greece";"2022-12-22";"Silver";578
2699;"First_2699";"Last_2699";"customer_2699@email.com";"Volos";"UK";"2022-04-11";"Bronze";652
2700;"First_2700";"Last_2700";"customer_2700@email.com";"Chalkida";"Greece";"2018-06-26";"Bronze";762
2701;"First_2701";"Last_2701";"customer_2701@email.com";"Ioannina";"Germany";"2022-05-18";"Gold";761
2702;"First_2702";"Last_2702";"customer_2702@email.com";"Larissa";"Greece";"2021-12-23";"Bronze";592
2703;"First_2703";"Last_2703";"customer_2703@email.com";"Rhodes";"Greece";"2021-01-01";"Gold";706
2704;"First_2704";"Last_2704";"customer_2704@email.com";"Patras";"Greece";"2020-04-26";"Silver";461
2705;"First_2705";"Last_2705";"customer_2705@email.com";"Athens";"Greece";"2021-04-05";"Gold";802
2706;"First_2706";"Last_2706";"customer_2706@email.com";"Heraklion";"Greece";"2021-06-02";"Silver";747
2707;"First_2707";"Last_2707";"customer_2707@email.com";"Rhodes";"Greece";"2022-05-20";"Bronze";754
2708;"First_2708";"Last_2708";"customer_2708@email.com";"Heraklion";"France";"2022-05-24";"Bronze";564
2709;"First_2709";"Last_2709";"customer_2709@email.com";"Thessaloniki";"UK";"2018-01-09";"Bronze";431
2710;"First_2710";"Last_2710";"customer_2710@email.com";"Chalkida";"Greece";"2018-08-24";"Bronze";419
2711;"First_2711";"Last_2711";"customer_2711@email.com";"Larissa";"Greece";"2019-12-11";"Bronze";518
2712;"First_2712";"Last_2712";"customer_2712@email.com";"Patras";"Greece";"2020-07-12";"Bronze";716
2713;"First_2713";"Last_2713";"customer_2713@email.com";"Rhodes";"Greece";"2019-11-16";"Platinum";804
2714;"First_2714";"Last_2714";"customer_2714@email.com";"Heraklion";"Greece";"2020-03-04";"Bronze";599
2715;"First_2715";"Last_2715";"customer_2715@email.com";"Volos";"Greece";"2020-11-17";"Silver";408
2716;"First_2716";"Last_2716";"customer_2716@email.com";"Thessaloniki";"Greece";"2020-03-18";"Gold";537
2717;"First_2717";"Last_2717";"customer_2717@email.com";"Volos";"Greece";"2022-07-28";"Gold";592
2718;"First_2718";"Last_2718";"customer_2718@email.com";"Patras";"Greece";"2018-01-27";"Bronze";486
2719;"First_2719";"Last_2719";"customer_2719@email.com";"Rhodes";"Greece";"2019-07-04";"Bronze";335
2720;"First_2720";"Last_2720";"customer_2720@email.com";"Thessaloniki";"UK";"2021-05-04";"Bronze";555
2721;"First_2721";"Last_2721";"customer_2721@email.com";"Rhodes";"Greece";"2021-05-11";"Bronze";734
2722;"First_2722";"Last_2722";"customer_2722@email.com";"Larissa";"Greece";"2018-03-26";"Bronze";307
2723;"First_2723";"Last_2723";"customer_2723@email.com";"Chania";"Greece";"2020-11-19";"Gold";477
2724;"First_2724";"Last_2724";"customer_2724@email.com";"Thessaloniki";"France";"2019-04-11";"Bronze";541
2725;"First_2725";"Last_2725";"customer_2725@email.com";"Volos";"France";"2021-01-27";"Silver";340
2726;"First_2726";"Last_2726";"customer_2726@email.com";"Patras";"UK";"2021-04-28";"Platinum";656
2727;"First_2727";"Last_2727";"customer_2727@email.com";"Chalkida";"Greece";"2018-01-12";"Bronze";412
2728;"First_2728";"Last_2728";"customer_2728@email.com";"Larissa";"Greece";"2022-06-15";"Bronze";465
2729;"First_2729";"Last_2729";"customer_2729@email.com";"Chania";"UK";"2020-10-09";"Silver";803
2730;"First_2730";"Last_2730";"customer_2730@email.com";"Chalkida";"Greece";"2020-11-19";"Bronze";377
2731;"First_2731";"Last_2731";"customer_2731@email.com";"Athens";"Greece";"2022-10-15";"Silver";495
2732;"First_2732";"Last_2732";"customer_2732@email.com";"Larissa";"France";"2020-11-27";"Bronze";701
2733;"First_2733";"Last_2733";"customer_2733@email.com";"Patras";"Greece";"2019-07-26";"Gold";363
2734;"First_2734";"Last_2734";"customer_2734@email.com";"Heraklion";"Greece";"2021-08-10";"Bronze";724
2735;"First_2735";"Last_2735";"customer_2735@email.com";"Thessaloniki";"Greece";"2021-10-15";"Bronze";341
2736;"First_2736";"Last_2736";"customer_2736@email.com";"Rhodes";"Greece";"2022-08-06";"Silver";672
2737;"First_2737";"Last_2737";"customer_2737@email.com";"Patras";"Greece";"2020-07-02";"Bronze";605
2738;"First_2738";"Last_2738";"customer_2738@email.com";"Thessaloniki";"Germany";"2018-06-29";"Bronze";508
2739;"First_2739";"Last_2739";"customer_2739@email.com";"Chalkida";"UK";"2020-03-07";"Bronze";766
2740;"First_2740";"Last_2740";"customer_2740@email.com";"Rhodes";"Greece";"2021-02-09";"Bronze";603
2741;"First_2741";"Last_2741";"customer_2741@email.com";"Ioannina";"France";"2022-11-01";"Silver";691
2742;"First_2742";"Last_2742";"customer_2742@email.com";"Volos";"Greece";"2022-01-07";"Silver";452
2743;"First_2743";"Last_2743";"customer_2743@email.com";"Athens";"Greece";"2020-11-10";"Silver";661
2744;"First_2744";"Last_2744";"customer_2744@email.com";"Larissa";"UK";"2021-03-14";"Silver";563
2745;"First_2745";"Last_2745";"customer_2745@email.com";"Patras";"UK";"2022-03-03";"Bronze";515
2746;"First_2746";"Last_2746";"customer_2746@email.com";"Athens";"Germany";"2021-03-15";"Bronze";842
2747;"First_2747";"Last_2747";"customer_2747@email.com";"Heraklion";"France";"2019-03-17";"Silver";823
2748;"First_2748";"Last_2748";"customer_2748@email.com";"Thessaloniki";"UK";"2020-06-05";"Gold";493
2749;"First_2749";"Last_2749";"customer_2749@email.com";"Thessaloniki";"France";"2019-02-25";"Bronze";326
2750;"First_2750";"Last_2750";"customer_2750@email.com";"Patras";"Greece";"2021-09-01";"Bronze";345
2751;"First_2751";"Last_2751";"customer_2751@email.com";"Chania";"UK";"2021-04-04";"Bronze";357
2752;"First_2752";"Last_2752";"customer_2752@email.com";"Chania";"Italy";"2022-08-03";"Silver";312
2753;"First_2753";"Last_2753";"customer_2753@email.com";"Ioannina";"UK";"2021-05-11";"Silver";348
2754;"First_2754";"Last_2754";"customer_2754@email.com";"Volos";"Greece";"2022-02-28";"Bronze";393
2755;"First_2755";"Last_2755";"customer_2755@email.com";"Rhodes";"Greece";"2022-11-15";"Silver";750
2756;"First_2756";"Last_2756";"customer_2756@email.com";"Heraklion";"Greece";"2022-07-07";"Bronze";678
2757;"First_2757";"Last_2757";"customer_2757@email.com";"Athens";"Greece";"2019-04-13";"Bronze";309
2758;"First_2758";"Last_2758";"customer_2758@email.com";"Chania";"Italy";"2019-12-14";"Gold";815
2759;"First_2759";"Last_2759";"customer_2759@email.com";"Ioannina";"Greece";"2019-01-20";"Bronze";523
2760;"First_2760";"Last_2760";"customer_2760@email.com";"Ioannina";"Greece";"2018-11-10";"Bronze";680
2761;"First_2761";"Last_2761";"customer_2761@email.com";"Patras";"Italy";"2020-02-10";"Platinum";840
2762;"First_2762";"Last_2762";"customer_2762@email.com";"Heraklion";"Greece";"2021-07-02";"Gold";601
2763;"First_2763";"Last_2763";"customer_2763@email.com";"Chalkida";"Greece";"2020-08-16";"Silver";502
2764;"First_2764";"Last_2764";"customer_2764@email.com";"Rhodes";"Greece";"2020-07-05";"Bronze";495
2765;"First_2765";"Last_2765";"customer_2765@email.com";"Volos";"Germany";"2018-01-23";"Bronze";621
2766;"First_2766";"Last_2766";"customer_2766@email.com";"Larissa";"Greece";"2022-11-17";"Gold";717
2767;"First_2767";"Last_2767";"customer_2767@email.com";"Patras";"Italy";"2018-12-05";"Silver";641
2768;"First_2768";"Last_2768";"customer_2768@email.com";"Rhodes";"Greece";"2022-02-25";"Gold";688
2769;"First_2769";"Last_2769";"customer_2769@email.com";"Larissa";"Greece";"2020-04-02";"Bronze";308
2770;"First_2770";"Last_2770";"customer_2770@email.com";"Larissa";"Greece";"2022-03-15";"Bronze";831
2771;"First_2771";"Last_2771";"customer_2771@email.com";"Heraklion";"Germany";"2019-01-01";"Platinum";448
2772;"First_2772";"Last_2772";"customer_2772@email.com";"Heraklion";"Greece";"2021-10-27";"Silver";682
2773;"First_2773";"Last_2773";"customer_2773@email.com";"Athens";"Greece";"2020-07-03";"Bronze";828
2774;"First_2774";"Last_2774";"customer_2774@email.com";"Ioannina";"Greece";"2022-06-11";"Bronze";311
2775;"First_2775";"Last_2775";"customer_2775@email.com";"Rhodes";"France";"2021-05-27";"Bronze";775
2776;"First_2776";"Last_2776";"customer_2776@email.com";"Patras";"Greece";"2019-04-20";"Bronze";352
2777;"First_2777";"Last_2777";"customer_2777@email.com";"Thessaloniki";"Germany";"2021-12-17";"Bronze";735
2778;"First_2778";"Last_2778";"customer_2778@email.com";"Patras";"France";"2021-10-11";"Bronze";505
2779;"First_2779";"Last_2779";"customer_2779@email.com";"Athens";"Greece";"2022-01-23";"Silver";353
2780;"First_2780";"Last_2780";"customer_2780@email.com";"Volos";"Greece";"2022-03-07";"Bronze";789
2781;"First_2781";"Last_2781";"customer_2781@email.com";"Ioannina";"Greece";"2018-01-27";"Platinum";643
2782;"First_2782";"Last_2782";"customer_2782@email.com";"Thessaloniki";"Greece";"2020-07-30";"Bronze";468
2783;"First_2783";"Last_2783";"customer_2783@email.com";"Chania";"Greece";"2020-03-12";"Silver";460
2784;"First_2784";"Last_2784";"customer_2784@email.com";"Volos";"Greece";"2020-03-11";"Bronze";826
2785;"First_2785";"Last_2785";"customer_2785@email.com";"Heraklion";"Greece";"2020-05-09";"Silver";826
2786;"First_2786";"Last_2786";"customer_2786@email.com";"Larissa";"Greece";"2021-05-31";"Platinum";586
2787;"First_2787";"Last_2787";"customer_2787@email.com";"Chania";"Greece";"2020-05-13";"Gold";711
2788;"First_2788";"Last_2788";"customer_2788@email.com";"Patras";"Greece";"2019-11-21";"Silver";821
2789;"First_2789";"Last_2789";"customer_2789@email.com";"Patras";"UK";"2021-03-17";"Bronze";498
2790;"First_2790";"Last_2790";"customer_2790@email.com";"Heraklion";"Italy";"2021-12-18";"Gold";460
2791;"First_2791";"Last_2791";"customer_2791@email.com";"Athens";"France";"2020-01-09";"Gold";688
2792;"First_2792";"Last_2792";"customer_2792@email.com";"Rhodes";"Greece";"2021-10-06";"Platinum";773
2793;"First_2793";"Last_2793";"customer_2793@email.com";"Chania";"Greece";"2021-04-24";"Bronze";680
2794;"First_2794";"Last_2794";"customer_2794@email.com";"Chania";"Greece";"2019-02-19";"Platinum";423
2795;"First_2795";"Last_2795";"customer_2795@email.com";"Chalkida";"Greece";"2020-09-08";"Bronze";371
2796;"First_2796";"Last_2796";"customer_2796@email.com";"Volos";"Greece";"2019-03-05";"Bronze";467
2797;"First_2797";"Last_2797";"customer_2797@email.com";"Ioannina";"Germany";"2018-02-10";"Bronze";583
2798;"First_2798";"Last_2798";"customer_2798@email.com";"Volos";"Greece";"2020-06-23";"Bronze";793
2799;"First_2799";"Last_2799";"customer_2799@email.com";"Rhodes";"Greece";"2020-10-08";"Silver";335
2800;"First_2800";"Last_2800";"customer_2800@email.com";"Patras";"Italy";"2021-11-17";"Gold";474
2801;"First_2801";"Last_2801";"customer_2801@email.com";"Patras";"Greece";"2019-12-04";"Silver";498
2802;"First_2802";"Last_2802";"customer_2802@email.com";"Patras";"Greece";"2018-03-20";"Silver";415
2803;"First_2803";"Last_2803";"customer_2803@email.com";"Chalkida";"Greece";"2019-12-18";"Silver";614
2804;"First_2804";"Last_2804";"customer_2804@email.com";"Patras";"Greece";"2022-12-19";"Silver";519
2805;"First_2805";"Last_2805";"customer_2805@email.com";"Rhodes";"Germany";"2022-12-13";"Bronze";433
2806;"First_2806";"Last_2806";"customer_2806@email.com";"Heraklion";"Greece";"2019-06-28";"Gold";421
2807;"First_2807";"Last_2807";"customer_2807@email.com";"Ioannina";"Greece";"2022-01-13";"Silver";720
2808;"First_2808";"Last_2808";"customer_2808@email.com";"Rhodes";"UK";"2019-04-19";"Silver";791
2809;"First_2809";"Last_2809";"customer_2809@email.com";"Ioannina";"France";"2021-03-11";"Silver";588
2810;"First_2810";"Last_2810";"customer_2810@email.com";"Rhodes";"Italy";"2021-06-28";"Gold";352
2811;"First_2811";"Last_2811";"customer_2811@email.com";"Patras";"France";"2018-10-21";"Bronze";504
2812;"First_2812";"Last_2812";"customer_2812@email.com";"Heraklion";"Greece";"2019-09-02";"Bronze";647
2813;"First_2813";"Last_2813";"customer_2813@email.com";"Chania";"Greece";"2018-05-16";"Silver";350
2814;"First_2814";"Last_2814";"customer_2814@email.com";"Volos";"Greece";"2019-04-29";"Bronze";339
2815;"First_2815";"Last_2815";"customer_2815@email.com";"Larissa";"Greece";"2022-12-18";"Gold";549
2816;"First_2816";"Last_2816";"customer_2816@email.com";"Heraklion";"Germany";"2021-08-28";"Bronze";517
2817;"First_2817";"Last_2817";"customer_2817@email.com";"Chania";"France";"2020-03-24";"Bronze";478
2818;"First_2818";"Last_2818";"customer_2818@email.com";"Athens";"Greece";"2019-07-09";"Gold";482
2819;"First_2819";"Last_2819";"customer_2819@email.com";"Rhodes";"Greece";"2022-07-14";"Bronze";463
2820;"First_2820";"Last_2820";"customer_2820@email.com";"Athens";"Greece";"2022-10-22";"Silver";676
2821;"First_2821";"Last_2821";"customer_2821@email.com";"Chania";"Italy";"2018-02-15";"Bronze";796
2822;"First_2822";"Last_2822";"customer_2822@email.com";"Heraklion";"Greece";"2021-06-13";"Bronze";760
2823;"First_2823";"Last_2823";"customer_2823@email.com";"Rhodes";"France";"2020-12-07";"Silver";773
2824;"First_2824";"Last_2824";"customer_2824@email.com";"Larissa";"France";"2018-07-17";"Bronze";336
2825;"First_2825";"Last_2825";"customer_2825@email.com";"Patras";"Italy";"2018-03-25";"Gold";618
2826;"First_2826";"Last_2826";"customer_2826@email.com";"Rhodes";"UK";"2019-06-27";"Silver";711
2827;"First_2827";"Last_2827";"customer_2827@email.com";"Rhodes";"UK";"2021-03-30";"Bronze";655
2828;"First_2828";"Last_2828";"customer_2828@email.com";"Heraklion";"Greece";"2021-12-22";"Silver";528
2829;"First_2829";"Last_2829";"customer_2829@email.com";"Heraklion";"Greece";"2018-03-12";"Silver";563
2830;"First_2830";"Last_2830";"customer_2830@email.com";"Chania";"Greece";"2019-06-04";"Bronze";786
2831;"First_2831";"Last_2831";"customer_2831@email.com";"Thessaloniki";"Greece";"2020-06-16";"Bronze";651
2832;"First_2832";"Last_2832";"customer_2832@email.com";"Rhodes";"Italy";"2020-07-01";"Bronze";741
2833;"First_2833";"Last_2833";"customer_2833@email.com";"Volos";"Greece";"2020-12-11";"Silver";758
2834;"First_2834";"Last_2834";"customer_2834@email.com";"Rhodes";"France";"2020-12-04";"Silver";324
2835;"First_2835";"Last_2835";"customer_2835@email.com";"Chania";"Greece";"2018-10-20";"Silver";430
2836;"First_2836";"Last_2836";"customer_2836@email.com";"Ioannina";"Greece";"2020-07-26";"Silver";669
2837;"First_2837";"Last_2837";"customer_2837@email.com";"Athens";"Italy";"2020-03-22";"Silver";735
2838;"First_2838";"Last_2838";"customer_2838@email.com";"Patras";"Greece";"2022-01-28";"Silver";523
2839;"First_2839";"Last_2839";"customer_2839@email.com";"Thessaloniki";"Greece";"2022-04-23";"Silver";651
2840;"First_2840";"Last_2840";"customer_2840@email.com";"Larissa";"Greece";"2020-05-16";"Bronze";784
2841;"First_2841";"Last_2841";"customer_2841@email.com";"Larissa";"Germany";"2019-01-15";"Gold";496
2842;"First_2842";"Last_2842";"customer_2842@email.com";"Larissa";"Greece";"2020-10-03";"Silver";408
2843;"First_2843";"Last_2843";"customer_2843@email.com";"Heraklion";"Greece";"2022-11-02";"Gold";519
2844;"First_2844";"Last_2844";"customer_2844@email.com";"Larissa";"Greece";"2022-02-10";"Silver";618
2845;"First_2845";"Last_2845";"customer_2845@email.com";"Patras";"UK";"2018-09-19";"Bronze";381
2846;"First_2846";"Last_2846";"customer_2846@email.com";"Athens";"UK";"2019-08-03";"Silver";836
2847;"First_2847";"Last_2847";"customer_2847@email.com";"Larissa";"Greece";"2021-04-17";"Bronze";731
2848;"First_2848";"Last_2848";"customer_2848@email.com";"Rhodes";"Greece";"2018-12-23";"Silver";307
2849;"First_2849";"Last_2849";"customer_2849@email.com";"Rhodes";"France";"2021-12-13";"Bronze";448
2850;"First_2850";"Last_2850";"customer_2850@email.com";"Heraklion";"Greece";"2019-11-29";"Gold";397
2851;"First_2851";"Last_2851";"customer_2851@email.com";"Patras";"Greece";"2021-05-09";"Silver";400
2852;"First_2852";"Last_2852";"customer_2852@email.com";"Athens";"Greece";"2020-11-02";"Silver";666
2853;"First_2853";"Last_2853";"customer_2853@email.com";"Thessaloniki";"France";"2019-03-19";"Bronze";761
2854;"First_2854";"Last_2854";"customer_2854@email.com";"Chania";"Greece";"2019-12-27";"Platinum";713
